TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756958279092,66.0,1.5,-0.5,0.0,65.0,--
63756958280090,65.2,0.7,-0.5,0.0,65.0,--
63756958281088,65.5,1.0,-0.5,0.0,65.0,--
63756958282089,65.4,0.9,-0.5,0.0,65.0,--
63756958283092,65.4,0.9,-0.5,0.0,65.0,--
63756958284090,65.6,1.1,-0.5,0.0,65.0,--
63756958285091,65.6,1.1,-0.5,0.0,65.0,--
63756958286092,64.8,0.3,-0.5,0.0,65.0,--
63756958287090,66.1,1.6,-0.5,0.0,65.0,--
63756958288089,65.6,1.1,-0.5,0.0,65.0,--
63756958289089,65.9,1.4,-0.5,0.0,65.0,--
63756958290088,64.5,0.0,-0.5,0.0,65.0,--
63756958291089,65.3,0.8,-0.5,0.0,65.0,--
63756958292089,64.8,0.3,-0.5,0.0,65.0,--
63756958293091,65.7,1.2,-0.5,0.0,65.0,--
63756958294088,65.5,1.0,-0.5,0.0,65.0,--
63756958295088,65.0,0.5,-0.5,0.0,65.0,--
63756958296089,65.9,1.4,-0.5,0.0,65.0,--
63756958297092,65.1,0.6,-0.5,0.0,65.0,--
63756958298089,65.0,0.5,-0.5,0.0,65.0,--
63756958299090,65.9,1.4,-0.5,0.0,65.0,--
63756958300088,65.2,0.7,-0.5,0.0,65.0,--
63756958301089,65.9,1.4,-0.5,0.0,65.0,--
63756958302089,64.8,0.3,-0.5,0.0,65.0,--
63756958303088,65.0,0.5,-0.5,0.0,65.0,--
63756958304090,64.6,0.1,-0.5,0.0,65.0,--
63756958305090,66.1,1.6,-0.5,0.0,65.0,--
63756958306090,64.5,0.0,-0.5,0.0,65.0,--
63756958307089,65.5,1.0,-0.5,0.0,65.0,--
63756958308089,65.6,1.1,-0.5,0.0,65.0,--
63756958309089,65.3,0.8,-0.5,0.0,65.0,--
63756958310089,65.3,0.8,-0.5,0.0,65.0,--
63756958311089,64.8,0.3,-0.5,0.0,65.0,--
63756958312092,65.9,1.4,-0.5,0.0,65.0,--
63756958313089,66.0,1.5,-0.5,0.0,65.0,--
63756958314092,65.4,0.9,-0.5,0.0,65.0,--
63756958315090,64.7,0.2,-0.5,0.0,65.0,--
63756958316091,65.1,0.6,-0.5,0.0,65.0,--
63756958317091,65.3,0.8,-0.5,0.0,65.0,--
63756958318090,65.3,0.8,-0.5,0.0,65.0,--
63756958319091,66.2,1.7,-0.5,0.0,65.0,--
63756958320088,65.5,1.0,-0.5,0.0,65.0,--
63756958321090,64.9,0.4,-0.5,0.0,65.0,--
63756958322092,65.7,1.2,-0.5,0.0,65.0,--
63756958323089,65.7,1.2,-0.5,0.0,65.0,--
63756958324091,65.4,0.9,-0.5,0.0,65.0,--
63756958325091,65.0,0.5,-0.5,0.0,65.0,--
63756958326090,64.7,0.2,-0.5,0.0,65.0,--
63756958327092,64.9,0.4,-0.5,0.0,65.0,--
63756958328092,65.6,1.1,-0.5,0.0,65.0,--
63756958329090,65.2,0.7,-0.5,0.0,65.0,--
63756958330091,65.1,0.6,-0.5,0.0,65.0,--
63756958331091,64.8,0.3,-0.5,0.0,65.0,--
63756958332090,65.5,1.0,-0.5,0.0,65.0,--
63756958333090,65.6,1.1,-0.5,0.0,65.0,--
63756958334092,65.1,0.6,-0.5,0.0,65.0,--
63756958335090,65.3,0.8,-0.5,0.0,65.0,--
63756958336092,65.4,0.9,-0.5,0.0,65.0,--
63756958337093,65.9,1.4,-0.5,0.0,65.0,--
63756958338092,64.5,0.0,-0.5,0.0,65.0,--
63756958339093,65.6,1.1,-0.5,0.0,65.0,--
63756958340095,65.7,1.2,-0.5,0.0,65.0,--
63756958341095,65.9,1.4,-0.5,0.0,65.0,--
63756958342090,65.2,0.7,-0.5,0.0,65.0,--
63756958343094,64.9,0.4,-0.5,0.0,65.0,--
63756958344099,64.7,0.2,-0.5,0.0,65.0,--
63756958345094,65.4,0.9,-0.5,0.0,65.0,--
63756958346093,67.2,2.7,-0.5,0.0,65.0,--
63756958347092,67.2,2.7,-0.5,0.0,65.0,--
63756958348089,68.5,4.0,-0.5,0.0,65.0,--
63756958349101,73.7,9.2,-0.5,0.0,65.0,--
63756958350089,67.3,2.8,-0.5,0.0,65.0,--
63756958351088,65.0,0.5,-0.5,0.0,65.0,--
63756958352095,65.5,1.0,-0.5,0.0,65.0,--
63756958353089,73.5,9.0,-0.5,0.0,65.0,--
63756958354091,65.6,1.1,-0.5,0.0,65.0,--
63756958355091,67.2,2.7,-0.5,0.0,65.0,--
63756958356093,68.9,4.4,-0.5,0.0,65.0,--
63756958357090,67.8,3.2,-0.5,0.0,65.0,--
63756958358091,64.8,0.3,-0.5,0.0,65.0,--
63756958359091,66.7,2.2,-0.5,0.0,65.0,--
63756958360092,65.4,0.9,-0.5,0.0,65.0,--
63756958361090,66.1,1.6,-0.5,0.0,65.0,--
63756958362088,65.0,0.5,-0.5,0.0,65.0,--
63756958363092,66.5,2.0,-0.5,0.0,65.0,--
63756958364089,65.0,0.5,-0.5,0.0,65.0,--
63756958365091,66.5,2.0,-0.5,0.0,65.0,--
63756958366090,65.0,0.5,-0.5,0.0,65.0,--
63756958367092,66.7,2.2,-0.5,0.0,65.0,--
63756958368091,64.7,0.2,-0.5,0.0,65.0,--
63756958369088,66.3,1.8,-0.5,0.0,65.0,--
63756958370092,64.6,0.1,-0.5,0.0,65.0,--
63756958371090,67.4,2.9,-0.5,0.0,65.0,--
63756958372091,64.8,0.3,-0.5,0.0,65.0,--
63756958373091,66.4,1.9,-0.5,0.0,65.0,--
63756958374091,65.0,0.5,-0.5,0.0,65.0,--
63756958375090,66.7,2.2,-0.5,0.0,65.0,--
63756958376090,65.0,0.5,-0.5,0.0,65.0,--
63756958377092,74.3,9.1,-0.5,0.8,65.0,--
63756958378088,66.8,1.5,-0.5,0.8,65.0,--
63756958379089,75.2,9.9,-0.5,0.9,65.0,--
63756958380088,70.9,4.9,-0.5,1.5,65.0,--
63756958381088,81.3,15.6,-0.5,1.3,65.0,--
63756958382094,84.7,20.1,-0.5,0.1,65.0,--
63756958383092,86.5,21.6,-0.5,0.4,65.0,--
63756958548311,76.6,12.1,-0.5,0.0,65.0,--
63756958549322,74.2,9.6,-0.5,0.1,65.0,--
63756958550332,69.3,4.7,-0.5,0.0,65.0,--
63756958551324,65.3,0.8,-0.5,0.0,65.0,--
63756958552324,70.1,5.5,-0.5,0.1,65.0,--
63756958553324,78.0,13.4,-0.5,0.1,65.0,--
63756958554324,79.8,15.3,-0.5,0.0,65.0,--
63756958555324,64.5,0.0,-0.5,0.0,65.0,--
63756958556324,64.8,0.3,-0.5,0.0,65.0,--
63756958557324,71.6,7.1,-0.5,0.0,65.0,--
63756958558324,77.9,13.4,-0.5,0.0,65.0,--
63756958559333,85.1,20.6,-0.5,0.0,65.0,--
63756958560333,93.2,28.7,-0.5,0.0,65.0,--
63756958561333,65.3,0.8,-0.5,0.0,65.0,--
63756958562333,66.1,1.6,-0.5,0.0,65.0,--
63756958563333,67.8,3.3,-0.5,0.0,65.0,--
63756958564333,69.4,4.9,-0.5,0.0,65.0,--
63756958565333,70.3,5.7,-0.5,0.0,65.0,--
63756958566333,66.1,1.6,-0.5,0.0,65.0,--
63756958567333,93.5,29.0,-0.5,0.0,65.0,--
63756958568333,67.0,2.5,-0.5,0.0,65.0,--
63756958569334,66.5,2.0,-0.5,0.0,65.0,--
63756958570334,78.8,14.2,-0.5,0.1,65.0,--
63756958571334,67.2,2.7,-0.5,0.0,65.0,--
63756958572334,64.5,0.0,-0.5,0.0,65.0,--
63756958573334,65.9,1.4,-0.5,0.0,65.0,--
63756958574334,69.2,4.6,-0.5,0.0,65.0,--
63756958575334,69.4,4.9,-0.5,0.0,65.0,--
63756958576331,91.5,27.0,-0.5,0.0,65.0,--
63756958577362,69.0,4.5,-0.5,0.0,65.0,--
63756958578359,67.1,2.6,-0.5,0.0,65.0,--
63756958579354,67.1,2.6,-0.5,0.0,65.0,--
63756958580371,65.6,1.1,-0.5,0.0,65.0,--
63756958581369,68.8,4.3,-0.5,0.0,65.0,--
63756958582371,64.6,0.1,-0.5,0.0,65.0,--
63756958583371,65.9,1.4,-0.5,0.0,65.0,--
63756958584387,70.7,6.2,-0.5,0.0,65.0,--
63756958585392,67.4,2.9,-0.5,0.0,65.0,--
63756958586389,68.0,3.5,-0.5,0.0,65.0,--
63756958587439,76.0,11.5,-0.5,0.0,65.0,--
63756958588440,82.0,17.5,-0.5,0.0,65.0,--
63756958589438,65.8,1.3,-0.5,0.0,65.0,--
63756958590448,70.0,5.5,-0.5,0.0,65.0,--
63756958591468,87.7,23.2,-0.5,0.0,65.0,--
63756958592470,64.6,0.1,-0.5,0.0,65.0,--
63756958593463,64.8,0.3,-0.5,0.0,65.0,--
63756958594467,64.9,0.4,-0.5,0.0,65.0,--
63756958595470,64.6,0.1,-0.5,0.0,65.0,--
63756958596469,65.6,1.1,-0.5,0.0,65.0,--
63756958597468,64.7,0.2,-0.5,0.0,65.0,--
63756958598467,64.8,0.3,-0.5,0.0,65.0,--
63756958599469,65.1,0.6,-0.5,0.0,65.0,--
63756958600469,65.0,0.5,-0.5,0.0,65.0,--
63756958601468,65.8,1.3,-0.5,0.0,65.0,--
63756958602469,64.5,0.0,-0.5,0.0,65.0,--
63756958603467,65.0,0.5,-0.5,0.0,65.0,--
63756958604467,65.1,0.6,-0.5,0.0,65.0,--
63756958605467,64.8,0.3,-0.5,0.0,65.0,--
63756958606469,64.8,0.3,-0.5,0.0,65.0,--
63756958607469,64.8,0.3,-0.5,0.0,65.0,--
63756958608470,64.8,0.3,-0.5,0.0,65.0,--
63756958609469,65.3,0.8,-0.5,0.0,65.0,--
63756958610468,64.7,0.2,-0.5,0.0,65.0,--
63756958611469,65.1,0.6,-0.5,0.0,65.0,--
63756958612468,65.0,0.5,-0.5,0.0,65.0,--
63756958613470,65.7,1.2,-0.5,0.0,65.0,--
63756958614463,64.5,0.0,-0.5,0.0,65.0,--
63756958615470,65.0,0.5,-0.5,0.0,65.0,--
63756958616468,64.7,0.2,-0.5,0.0,65.0,--
63756958617470,64.9,0.4,-0.5,0.0,65.0,--
63756958618470,64.8,0.3,-0.5,0.0,65.0,--
63756958619470,64.8,0.3,-0.5,0.0,65.0,--
63756958620470,65.0,0.5,-0.5,0.0,65.0,--
63756958621463,64.8,0.3,-0.5,0.0,65.0,--
63756958622469,65.2,0.7,-0.5,0.0,65.0,--
63756958623470,64.6,0.1,-0.5,0.0,65.0,--
63756958624472,65.4,0.9,-0.5,0.0,65.0,--
63756958625470,65.0,0.5,-0.5,0.0,65.0,--
63756958626468,64.7,0.2,-0.5,0.0,65.0,--
63756958627469,64.8,0.3,-0.5,0.0,65.0,--
63756958628463,64.6,0.1,-0.5,0.0,65.0,--
63756958629468,65.5,1.0,-0.5,0.0,65.0,--
63756958630470,64.8,0.3,-0.5,0.0,65.0,--
63756958631471,65.1,0.6,-0.5,0.0,65.0,--
63756958632469,65.0,0.5,-0.5,0.0,65.0,--
63756958633469,65.0,0.5,-0.5,0.0,65.0,--
63756958634471,65.4,0.9,-0.5,0.0,65.0,--
63756958635463,64.5,0.0,-0.5,0.0,65.0,--
63756958636470,65.6,1.1,-0.5,0.0,65.0,--
63756958637470,65.0,0.5,-0.5,0.0,65.0,--
63756958638469,64.5,0.0,-0.5,0.0,65.0,--
63756958639469,65.3,0.8,-0.5,0.0,65.0,--
63756958640469,64.8,0.3,-0.5,0.0,65.0,--
63756958641480,64.5,0.0,-0.5,0.0,65.0,--
63756958642480,64.5,0.0,-0.5,0.0,65.0,--
63756958643480,65.0,0.5,-0.5,0.0,65.0,--
63756958644480,64.5,0.0,-0.5,0.0,65.0,--
63756958645480,64.5,0.0,-0.5,0.0,65.0,--
63756958646480,64.5,0.0,-0.5,0.0,65.0,--
63756958647480,64.5,0.0,-0.5,0.0,65.0,--
63756958648480,64.5,0.0,-0.5,0.0,65.0,--
63756958649482,64.6,0.1,-0.5,0.0,65.0,--
63756958650482,64.5,0.0,-0.5,0.0,65.0,--
63756958651482,65.1,0.5,-0.5,0.0,65.0,--
63756958652482,64.5,0.0,-0.5,0.0,65.0,--
63756958653482,64.5,0.0,-0.5,0.0,65.0,--
63756958654482,64.5,0.0,-0.5,0.0,65.0,--
63756958655482,64.5,0.0,-0.5,0.0,65.0,--
63756958656482,64.5,0.0,-0.5,0.0,65.0,--
63756958657482,64.5,0.0,-0.5,0.0,65.0,--
63756958658482,64.5,0.0,-0.5,0.0,65.0,--
63756958659483,64.5,0.0,-0.5,0.0,65.0,--
63756958660483,64.5,0.0,-0.5,0.0,65.0,--
63756958661483,64.5,0.0,-0.5,0.0,65.0,--
63756958662483,64.5,0.0,-0.5,0.0,65.0,--
63756958663483,64.8,0.3,-0.5,0.0,65.0,--
63756958664483,64.5,0.0,-0.5,0.0,65.0,--
63756958665483,64.5,0.0,-0.5,0.0,65.0,--
63756958666483,64.5,0.0,-0.5,0.0,65.0,--
63756958667483,64.5,0.0,-0.5,0.0,65.0,--
63756958668483,64.5,0.0,-0.5,0.0,65.0,--
63756958669484,64.5,0.0,-0.5,0.0,65.0,--
63756958670484,65.0,0.5,-0.5,0.0,65.0,--
63756958671484,64.5,0.0,-0.5,0.0,65.0,--
63756958672484,64.5,0.0,-0.5,0.0,65.0,--
63756958673484,64.5,0.0,-0.5,0.0,65.0,--
63756958674484,64.5,0.0,-0.5,0.0,65.0,--
63756958675484,64.5,0.0,-0.5,0.0,65.0,--
63756958676484,64.5,0.0,-0.5,0.0,65.0,--
63756958677484,64.5,0.0,-0.5,0.0,65.0,--
63756958678484,64.5,0.0,-0.5,0.0,65.0,--
63756958679485,64.5,0.0,-0.5,0.0,65.0,--
63756958680485,64.5,0.0,-0.5,0.0,65.0,--
63756958681485,65.3,0.8,-0.5,0.0,65.0,--
63756958682485,64.5,0.0,-0.5,0.0,65.0,--
63756958683485,65.6,1.1,-0.5,0.0,65.0,--
63756958684485,64.5,0.0,-0.5,0.0,65.0,--
63756958685485,64.5,0.0,-0.5,0.0,65.0,--
63756958686485,64.5,0.0,-0.5,0.0,65.0,--
63756958687485,64.5,0.0,-0.5,0.0,65.0,--
63756958688485,64.5,0.0,-0.5,0.0,65.0,--
63756958689486,64.5,0.0,-0.5,0.0,65.0,--
63756958690486,64.5,0.0,-0.5,0.0,65.0,--
63756958691486,64.5,0.0,-0.5,0.0,65.0,--
63756958692486,64.5,0.0,-0.5,0.0,65.0,--
63756958693486,64.5,0.0,-0.5,0.0,65.0,--
63756958694486,64.5,0.0,-0.5,0.0,65.0,--
63756958695486,64.5,0.0,-0.5,0.0,65.0,--
63756958696486,64.5,0.0,-0.5,0.0,65.0,--
63756958697486,64.5,0.0,-0.5,0.0,65.0,--
63756958698486,64.5,0.0,-0.5,0.0,65.0,--
63756958699489,64.6,0.1,-0.5,0.0,65.0,--
63756958700489,64.5,0.0,-0.5,0.0,65.0,--
63756958701489,64.5,0.0,-0.5,0.0,65.0,--
63756958702489,64.5,0.0,-0.5,0.0,65.0,--
63756958703489,64.5,0.0,-0.5,0.0,65.0,--
63756958704489,64.5,0.0,-0.5,0.0,65.0,--
63756958705489,64.5,0.0,-0.5,0.0,65.0,--
63756958706489,64.5,0.0,-0.5,0.0,65.0,--
63756958707489,64.5,0.0,-0.5,0.0,65.0,--
63756958708489,64.5,0.0,-0.5,0.0,65.0,--
63756958709490,64.5,0.0,-0.5,0.0,65.0,--
63756958710490,64.5,0.0,-0.5,0.0,65.0,--
63756958711490,64.5,0.0,-0.5,0.0,65.0,--
63756958712490,64.5,0.0,-0.5,0.0,65.0,--
63756958713490,64.5,0.0,-0.5,0.0,65.0,--
63756958714490,64.5,0.0,-0.5,0.0,65.0,--
63756958715490,64.5,0.0,-0.5,0.0,65.0,--
63756958716490,64.5,0.0,-0.5,0.0,65.0,--
63756958717490,64.5,0.0,-0.5,0.0,65.0,--
63756958718490,64.5,0.0,-0.5,0.0,65.0,--
63756958719491,64.5,0.0,-0.5,0.0,65.0,--
63756958720491,64.5,0.0,-0.5,0.0,65.0,--
63756958721491,64.5,0.0,-0.5,0.0,65.0,--
63756958722491,64.5,0.0,-0.5,0.0,65.0,--
63756958723491,64.5,0.0,-0.5,0.0,65.0,--
63756958724491,64.5,0.0,-0.5,0.0,65.0,--
63756958725491,64.5,0.0,-0.5,0.0,65.0,--
63756958726491,64.5,0.0,-0.5,0.0,65.0,--
63756958727491,64.5,0.0,-0.5,0.0,65.0,--
63756958728491,65.9,1.4,-0.5,0.0,65.0,--
63756958729492,64.5,0.0,-0.5,0.0,65.0,--
63756958730492,64.5,0.0,-0.5,0.0,65.0,--
63756958731492,64.5,0.0,-0.5,0.0,65.0,--
63756958732492,64.5,0.0,-0.5,0.0,65.0,--
63756958733492,64.5,0.0,-0.5,0.0,65.0,--
63756958734492,64.5,0.0,-0.5,0.0,65.0,--
63756958735492,64.5,0.0,-0.5,0.0,65.0,--
63756958736492,64.5,0.0,-0.5,0.0,65.0,--
63756958737492,64.5,0.0,-0.5,0.0,65.0,--
63756958738492,64.5,0.0,-0.5,0.0,65.0,--
63756958739494,64.5,0.0,-0.5,0.0,65.0,--
63756958740494,64.5,0.0,-0.5,0.0,65.0,--
63756958741494,64.5,0.0,-0.5,0.0,65.0,--
63756958742494,64.5,0.0,-0.5,0.0,65.0,--
63756958743494,64.5,0.0,-0.5,0.0,65.0,--
63756958744494,64.5,0.0,-0.5,0.0,65.0,--
63756958745494,64.5,0.0,-0.5,0.0,65.0,--
63756958746494,64.5,0.0,-0.5,0.0,65.0,--
63756958747494,64.5,0.0,-0.5,0.0,65.0,--
63756958748494,64.5,0.0,-0.5,0.0,65.0,--
63756958749495,64.5,0.0,-0.5,0.0,65.0,--
63756958750495,64.5,0.0,-0.5,0.0,65.0,--
63756958751495,64.5,0.0,-0.5,0.0,65.0,--
63756958752495,64.5,0.0,-0.5,0.0,65.0,--
63756958753495,64.5,0.0,-0.5,0.0,65.0,--
63756958754495,64.5,0.0,-0.5,0.0,65.0,--
63756958755495,64.5,0.0,-0.5,0.0,65.0,--
63756958756495,64.5,0.0,-0.5,0.0,65.0,--
63756958757495,64.5,0.0,-0.5,0.0,65.0,--
63756958758495,64.5,0.0,-0.5,0.0,65.0,--
63756958759496,64.5,0.0,-0.5,0.0,65.0,--
63756958760496,64.5,0.0,-0.5,0.0,65.0,--
63756958761496,64.5,0.0,-0.5,0.0,65.0,--
63756958762496,64.5,0.0,-0.5,0.0,65.0,--
63756958763496,65.0,0.5,-0.5,0.0,65.0,--
63756958764496,64.5,0.0,-0.5,0.0,65.0,--
63756958765496,64.5,0.0,-0.5,0.0,65.0,--
63756958766496,64.5,0.0,-0.5,0.0,65.0,--
63756958767496,64.5,0.0,-0.5,0.0,65.0,--
63756958768496,64.5,0.0,-0.5,0.0,65.0,--
63756958769497,64.5,0.0,-0.5,0.0,65.0,--
63756958770497,64.5,0.0,-0.5,0.0,65.0,--
63756958771497,64.5,0.0,-0.5,0.0,65.0,--
63756958772497,64.5,0.0,-0.5,0.0,65.0,--
63756958773497,64.5,0.0,-0.5,0.0,65.0,--
63756958774497,64.5,0.0,-0.5,0.0,65.0,--
63756958775497,64.5,0.0,-0.5,0.0,65.0,--
63756958776497,64.5,0.0,-0.5,0.0,65.0,--
63756958777497,64.5,0.0,-0.5,0.0,65.0,--
63756958778497,64.5,0.0,-0.5,0.0,65.0,--
63756958779498,64.5,0.0,-0.5,0.0,65.0,--
63756958780498,64.5,0.0,-0.5,0.0,65.0,--
63756958781498,64.5,0.0,-0.5,0.0,65.0,--
63756958782498,64.5,0.0,-0.5,0.0,65.0,--
63756958783498,66.1,1.6,-0.5,0.0,65.0,--
63756958784498,69.1,4.4,-0.5,0.2,65.0,--
63756958785498,64.5,0.0,-0.5,0.0,65.0,--
63756958786498,64.5,0.0,-0.5,0.0,65.0,--
63756958787498,64.5,0.0,-0.5,0.0,65.0,--
63756958788498,64.5,0.0,-0.5,0.0,65.0,--
63756958789499,64.5,0.0,-0.5,0.0,65.0,--
63756958790499,64.5,0.0,-0.5,0.0,65.0,--
63756958791499,65.3,0.8,-0.5,0.0,65.0,--
63756958792499,64.8,0.3,-0.5,0.0,65.0,--
63756958793499,64.5,0.0,-0.5,0.0,65.0,--
63756958794499,64.5,0.0,-0.5,0.0,65.0,--
63756958795499,64.5,0.0,-0.5,0.0,65.0,--
63756958796499,64.5,0.0,-0.5,0.0,65.0,--
63756958797499,64.5,0.0,-0.5,0.0,65.0,--
63756958798499,64.5,0.0,-0.5,0.0,65.0,--
63756958799501,64.5,0.0,-0.5,0.0,65.0,--
63756958800501,64.8,0.3,-0.5,0.0,65.0,--
63756958801501,64.5,0.0,-0.5,0.0,65.0,--
63756958802501,64.5,0.0,-0.5,0.0,65.0,--
63756958803501,64.5,0.0,-0.5,0.0,65.0,--
63756958804501,64.5,0.0,-0.5,0.0,65.0,--
63756958805501,64.5,0.0,-0.5,0.0,65.0,--
63756958806501,64.5,0.0,-0.5,0.0,65.0,--
63756958807501,64.5,0.0,-0.5,0.0,65.0,--
63756958808501,64.5,0.0,-0.5,0.0,65.0,--
63756958809502,64.5,0.0,-0.5,0.0,65.0,--
63756958810502,64.5,0.0,-0.5,0.0,65.0,--
63756958811502,64.5,0.0,-0.5,0.0,65.0,--
63756958812502,64.5,0.0,-0.5,0.0,65.0,--
63756958813502,64.5,0.0,-0.5,0.0,65.0,--
63756958814502,64.5,0.0,-0.5,0.0,65.0,--
63756958815502,64.5,0.0,-0.5,0.0,65.0,--
63756958816502,64.5,0.0,-0.5,0.0,65.0,--
63756958817502,64.5,0.0,-0.5,0.0,65.0,--
63756958818502,64.5,0.0,-0.5,0.0,65.0,--
63756958819503,64.5,0.0,-0.5,0.0,65.0,--
63756958820503,64.5,0.0,-0.5,0.0,65.0,--
63756958821503,64.5,0.0,-0.5,0.0,65.0,--
63756958822503,64.5,0.0,-0.5,0.0,65.0,--
63756958823503,64.5,0.0,-0.5,0.0,65.0,--
63756958824503,64.5,0.0,-0.5,0.0,65.0,--
63756958825503,64.5,0.0,-0.5,0.0,65.0,--
63756958826503,64.5,0.0,-0.5,0.0,65.0,--
63756958827503,64.5,0.0,-0.5,0.0,65.0,--
63756958828503,64.5,0.0,-0.5,0.0,65.0,--
63756958829504,64.5,0.0,-0.5,0.0,65.0,--
63756958830504,64.5,0.0,-0.5,0.0,65.0,--
63756958831504,72.2,7.7,-0.5,0.0,65.0,--
63756958832504,67.7,3.0,-0.5,0.2,65.0,--
63756958833504,70.7,6.0,-0.5,0.2,65.0,--
63756958834504,69.5,4.9,-0.5,0.0,65.0,--
63756958835504,67.0,2.5,-0.5,0.1,65.0,--
63756958836504,70.4,5.7,-0.5,0.2,65.0,--
